Property_ID,Property,Account ID,Accounts,Date,Month,Year,Quarter,Beginning Balance,Debit,Credit,Ending Balance,Class,Summary Grouping,FS
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2025-02-28,February,2025,Q1,2173.37,2173.38,0.0,4346.75,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2025-02-28,February,2025,Q1,631.23,631.24,0.0,1262.47,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2024-01-31,January,2024,Q1,143836.47,9728.71,0.0,153565.18,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2024-01-31,January,2024,Q1,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2024-01-31,January,2024,Q1,1227139.0,0.0,0.0,1227139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2024-01-31,January,2024,Q1,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2024-01-31,January,2024,Q1,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2024-01-31,January,2024,Q1,-289328.0,207826.63,0.0,-81501.37,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2024-01-31,January,2024,Q1,0.0,0.0,160000.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2024-01-31,January,2024,Q1,0.0,0.0,50000.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2024-01-31,January,2024,Q1,-3534.0,0.0,7.96,-3541.96,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2024-01-31,January,2024,Q1,-18216.0,0.0,44.64,-18260.64,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2024-01-31,January,2024,Q1,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2024-01-31,January,2024,Q1,-1022935.32,3375.7,0.0,-1019559.62,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2024-01-31,January,2024,Q1,-93160.84,0.0,18564.9,-111725.74,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2024-01-31,January,2024,Q1,34659.16,0.0,18564.9,16094.26,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2024-01-31,January,2024,Q1,-39600.46,0.0,24753.85,-64354.31,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2024-01-31,January,2024,Q1,-61883.65,61883.65,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3810-0000,Prior Years Retained Earnings,2024-01-31,January,2024,Q1,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2024-01-31,January,2024,Q1,0.0,0.0,10404.0,-10404.0,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2024-01-31,January,2024,Q1,0.0,0.0,800.0,-800.0,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2024-01-31,January,2024,Q1,0.0,0.0,1057.59,-1057.59,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2024-01-31,January,2024,Q1,0.0,0.0,3962.16,-3962.16,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,6510-0000,Bank Fees,2024-01-31,January,2024,Q1,0.0,4.99,0.0,4.99,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2024-01-31,January,2024,Q1,0.0,3082.35,0.0,3082.35,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2024-01-31,January,2024,Q1,0.0,32.0,0.0,32.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2024-01-31,January,2024,Q1,0.0,2173.37,0.0,2173.37,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2024-01-31,January,2024,Q1,0.0,52.6,0.0,52.6,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2025-01-31,January,2025,Q1,200727.31,4154.03,0.0,204881.34,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2025-01-31,January,2025,Q1,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2025-01-31,January,2025,Q1,1017139.0,0.0,0.0,1017139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1640-0000,Furniture and Fixtures,2025-01-31,January,2025,Q1,160000.0,0.0,0.0,160000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1670-0000,Land Improvements,2025-01-31,January,2025,Q1,50000.0,0.0,0.0,50000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2025-01-31,January,2025,Q1,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2025-01-31,January,2025,Q1,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2025-01-31,January,2025,Q1,-105408.49,0.0,2173.37,-107581.86,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2025-01-31,January,2025,Q1,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2025-01-31,January,2025,Q1,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2025-01-31,January,2025,Q1,-4680.29,0.0,95.52,-4775.81,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2025-01-31,January,2025,Q1,-24644.57,0.0,535.71,-25180.28,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2025-01-31,January,2025,Q1,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2025-01-31,January,2025,Q1,-981155.98,3500.25,0.0,-977655.73,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2025-01-31,January,2025,Q1,-111725.74,0.0,19504.95,-131230.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2025-01-31,January,2025,Q1,16094.26,0.0,19503.95,-3409.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2025-01-31,January,2025,Q1,-64354.31,0.0,26005.93,-90360.24,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2025-01-31,January,2025,Q1,-65014.83,65014.83,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3810-0000,Prior Years Retained Earnings,2025-01-31,January,2025,Q1,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2025-01-31,January,2025,Q1,0.0,0.0,10612.08,-10612.08,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2025-01-31,January,2025,Q1,0.0,2957.8,0.0,2957.8,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2025-01-31,January,2025,Q1,0.0,2173.37,0.0,2173.37,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2025-01-31,January,2025,Q1,0.0,631.23,0.0,631.23,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2024-07-31,July,2024,Q3,195042.12,9424.42,0.0,204466.54,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2024-07-31,July,2024,Q3,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2024-07-31,July,2024,Q3,1227139.0,0.0,0.0,1227139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2024-07-31,July,2024,Q3,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2024-07-31,July,2024,Q3,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2024-07-31,July,2024,Q3,-92368.22,0.0,2173.37,-94541.59,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2024-07-31,July,2024,Q3,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2024-07-31,July,2024,Q3,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2024-07-31,July,2024,Q3,-3581.76,0.0,7.96,-3589.72,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2024-07-31,July,2024,Q3,-18483.84,0.0,44.64,-18528.48,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2024-07-31,July,2024,Q3,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2024-07-31,July,2024,Q3,-1002231.37,3535.2,0.0,-998696.17,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2024-07-31,July,2024,Q3,-111725.74,0.0,0.0,-111725.74,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2024-07-31,July,2024,Q3,16094.26,0.0,0.0,16094.26,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2024-07-31,July,2024,Q3,-64354.31,0.0,0.0,-64354.31,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2024-07-31,July,2024,Q3,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2024-07-31,July,2024,Q3,-62840.16,0.0,10612.08,-73452.24,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2024-07-31,July,2024,Q3,-5746.12,0.0,1273.06,-7019.18,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2024-07-31,July,2024,Q3,-6896.42,0.0,1333.03,-8229.45,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2024-07-31,July,2024,Q3,-23177.24,0.0,3664.3,-26841.54,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5820-0000,Recoverable Management Fee,2024-07-31,July,2024,Q3,6000.0,1000.0,0.0,7000.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2024-07-31,July,2024,Q3,18044.35,2922.85,0.0,20967.2,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2024-07-31,July,2024,Q3,87.0,0.0,0.0,87.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2024-07-31,July,2024,Q3,2618.99,0.0,0.0,2618.99,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2024-07-31,July,2024,Q3,13040.22,2173.37,0.0,15213.59,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2024-07-31,July,2024,Q3,315.6,52.6,0.0,368.2,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2025-07-31,July,2025,Q3,239917.42,16623.77,0.0,256541.19,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2025-07-31,July,2025,Q3,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2025-07-31,July,2025,Q3,1017139.0,0.0,0.0,1017139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1640-0000,Furniture and Fixtures,2025-07-31,July,2025,Q3,160000.0,0.0,0.0,160000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1670-0000,Land Improvements,2025-07-31,July,2025,Q3,50000.0,0.0,0.0,50000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2025-07-31,July,2025,Q3,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2025-07-31,July,2025,Q3,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2025-07-31,July,2025,Q3,-118448.73,0.0,2173.37,-120622.1,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2025-07-31,July,2025,Q3,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2025-07-31,July,2025,Q3,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2025-07-31,July,2025,Q3,-5253.44,0.0,95.53,-5348.97,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2025-07-31,July,2025,Q3,-27858.84,0.0,535.71,-28394.55,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2025-07-31,July,2025,Q3,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2025-07-31,July,2025,Q3,-959603.45,0.0,0.0,-959603.45,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2025-07-31,July,2025,Q3,-131230.69,0.0,0.0,-131230.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2025-07-31,July,2025,Q3,-3409.69,0.0,0.0,-3409.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2025-07-31,July,2025,Q3,-90360.24,0.0,0.0,-90360.24,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2025-07-31,July,2025,Q3,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2025-07-31,July,2025,Q3,-64096.96,0.0,10824.32,-74921.28,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2025-07-31,July,2025,Q3,-6991.15,0.0,1398.23,-8389.38,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2025-07-31,July,2025,Q3,-3159.9,0.0,631.98,-3791.88,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2025-07-31,July,2025,Q3,-18846.2,0.0,3769.24,-22615.44,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5210-0000,Recoverable Repair,2025-07-31,July,2025,Q3,6600.0,0.0,0.0,6600.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6320-0000,Insurance,2025-07-31,July,2025,Q3,5737.3,0.0,0.0,5737.3,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2025-07-31,July,2025,Q3,17195.77,0.0,0.0,17195.77,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2025-07-31,July,2025,Q3,88.5,0.0,0.0,88.5,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2025-07-31,July,2025,Q3,2730.0,0.0,0.0,2730.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2025-07-31,July,2025,Q3,13040.24,2173.37,0.0,15213.61,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2025-07-31,July,2025,Q3,3787.42,631.24,0.0,4418.66,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2024-06-30,June,2024,Q2,188167.7,6874.42,0.0,195042.12,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2024-06-30,June,2024,Q2,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2024-06-30,June,2024,Q2,1227139.0,0.0,0.0,1227139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2024-06-30,June,2024,Q2,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2024-06-30,June,2024,Q2,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2024-06-30,June,2024,Q2,-90194.85,0.0,2173.37,-92368.22,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2024-06-30,June,2024,Q2,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2024-06-30,June,2024,Q2,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2024-06-30,June,2024,Q2,-3573.8,0.0,7.96,-3581.76,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2024-06-30,June,2024,Q2,-18439.2,0.0,44.64,-18483.84,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2024-06-30,June,2024,Q2,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2024-06-30,June,2024,Q2,-1005660.19,3428.82,0.0,-1002231.37,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2024-06-30,June,2024,Q2,-111725.74,0.0,0.0,-111725.74,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2024-06-30,June,2024,Q2,16094.26,0.0,0.0,16094.26,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2024-06-30,June,2024,Q2,-64354.31,0.0,0.0,-64354.31,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2024-06-30,June,2024,Q2,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2024-06-30,June,2024,Q2,-52228.08,0.0,10612.08,-62840.16,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2024-06-30,June,2024,Q2,-4473.06,0.0,1273.06,-5746.12,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2024-06-30,June,2024,Q2,-5563.39,0.0,1333.03,-6896.42,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2024-06-30,June,2024,Q2,-19512.94,0.0,3664.3,-23177.24,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5820-0000,Recoverable Management Fee,2024-06-30,June,2024,Q2,5000.0,1000.0,0.0,6000.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6510-0000,Bank Fees,2024-06-30,June,2024,Q2,4.99,0.0,4.99,0.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2024-06-30,June,2024,Q2,15015.12,3029.23,0.0,18044.35,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2024-06-30,June,2024,Q2,87.0,0.0,0.0,87.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2024-06-30,June,2024,Q2,64.0,2554.99,0.0,2618.99,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2024-06-30,June,2024,Q2,10866.85,2173.37,0.0,13040.22,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2024-06-30,June,2024,Q2,263.0,52.6,0.0,315.6,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2025-06-30,June,2025,Q2,229751.7,10165.72,0.0,239917.42,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2025-06-30,June,2025,Q2,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2025-06-30,June,2025,Q2,1017139.0,0.0,0.0,1017139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1640-0000,Furniture and Fixtures,2025-06-30,June,2025,Q2,160000.0,0.0,0.0,160000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1670-0000,Land Improvements,2025-06-30,June,2025,Q2,50000.0,0.0,0.0,50000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2025-06-30,June,2025,Q2,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2025-06-30,June,2025,Q2,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2025-06-30,June,2025,Q2,-116275.36,0.0,2173.37,-118448.73,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2025-06-30,June,2025,Q2,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2025-06-30,June,2025,Q2,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2025-06-30,June,2025,Q2,-5157.91,0.0,95.53,-5253.44,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2025-06-30,June,2025,Q2,-27323.13,0.0,535.71,-27858.84,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2025-06-30,June,2025,Q2,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2025-06-30,June,2025,Q2,-963161.12,3557.67,0.0,-959603.45,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2025-06-30,June,2025,Q2,-131230.69,0.0,0.0,-131230.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2025-06-30,June,2025,Q2,-3409.69,0.0,0.0,-3409.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2025-06-30,June,2025,Q2,-90360.24,0.0,0.0,-90360.24,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2025-06-30,June,2025,Q2,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2025-06-30,June,2025,Q2,-53272.64,0.0,10824.32,-64096.96,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2025-06-30,June,2025,Q2,-5592.92,0.0,1398.23,-6991.15,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2025-06-30,June,2025,Q2,-2527.92,0.0,631.98,-3159.9,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2025-06-30,June,2025,Q2,-15076.96,0.0,3769.24,-18846.2,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5210-0000,Recoverable Repair,2025-06-30,June,2025,Q2,6600.0,0.0,0.0,6600.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6320-0000,Insurance,2025-06-30,June,2025,Q2,5737.3,0.0,0.0,5737.3,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2025-06-30,June,2025,Q2,14295.39,2900.38,0.0,17195.77,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2025-06-30,June,2025,Q2,88.5,0.0,0.0,88.5,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2025-06-30,June,2025,Q2,2730.0,0.0,0.0,2730.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2025-06-30,June,2025,Q2,10866.87,2173.37,0.0,13040.24,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2025-06-30,June,2025,Q2,3156.18,631.24,0.0,3787.42,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2024-03-31,March,2024,Q1,163211.88,9765.7,0.0,172977.58,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2024-03-31,March,2024,Q1,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2024-03-31,March,2024,Q1,1227139.0,0.0,0.0,1227139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2024-03-31,March,2024,Q1,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
